    ms         	pN
1.343751e+000	-3.835754e+000
1.351564e+000	8.904299e-001
1.359376e+000	1.681914e+000
1.367189e+000	4.047227e+000
1.375001e+000	1.168860e-001
1.382814e+000	-4.600472e+000
1.390626e+000	-1.447974e+000
1.398439e+000	-1.443339e+000
1.406251e+000	-5.373548e+000
1.414064e+000	-7.729819e+000
1.421876e+000	-4.577189e+000
1.429689e+000	-3.785381e+000
1.437502e+000	-1.086350e+001
1.445314e+000	-1.479359e+001
1.453127e+000	-1.242783e+001
1.460939e+000	-1.084912e+001
1.468752e+000	-6.909324e+000
1.476564e+000	-3.756585e+000
1.484377e+000	-2.177844e+000
1.492189e+000	-2.959962e+000
1.500002e+000	-1.381233e+000
1.507814e+000	2.558546e+000
1.515627e+000	-5.845378e-001
1.523439e+000	-5.301644e+000
1.531252e+000	-1.080573e+001
1.539064e+000	-1.158791e+001
1.546877e+000	-1.079620e+001
1.554689e+000	-1.157841e+001
1.562502e+000	-1.550868e+001
1.570314e+000	-2.101275e+001
1.578127e+000	-2.494307e+001
1.585939e+000	-2.179055e+001
1.593752e+000	-1.470307e+001
1.601564e+000	-4.467844e+000
1.609377e+000	3.406492e+000
1.617189e+000	6.558858e+000
1.625002e+000	1.841452e+000
1.632814e+000	-4.450108e+000
1.640627e+000	-9.167610e+000
1.648439e+000	-8.376403e+000
1.656252e+000	-9.946222e+000
1.664064e+000	-1.466390e+001
1.671877e+000	-2.174271e+001
1.679690e+000	-2.252566e+001
1.687502e+000	-2.094769e+001
1.695315e+000	-2.409185e+001
1.703127e+000	-2.251404e+001
1.710940e+000	-1.778839e+001
1.718752e+000	-1.857180e+001
1.726565e+000	-2.329005e+001
1.734377e+000	-2.486058e+001
1.742190e+000	-1.777428e+001
1.750002e+000	-5.179307e+000
1.757815e+000	-1.241208e+000
1.765627e+000	-3.598920e+000
1.773440e+000	-2.021957e+000
1.781252e+000	-4.449928e-001
1.789065e+000	4.279679e+000
1.796877e+000	3.495495e+000
1.804690e+000	3.502616e-001
1.812502e+000	3.500743e+000
1.820315e+000	5.077226e+000
1.828127e+000	-7.512163e+000
1.835940e+000	-1.695363e+001
1.843752e+000	-1.537758e+001
1.851565e+000	-1.222750e+001
1.859377e+000	-1.222556e+001
1.867190e+000	-7.501908e+000
1.875002e+000	-1.991300e+000
1.882815e+000	-2.776648e+000
1.890627e+000	-6.710003e+000
1.898440e+000	-1.457845e+001
1.906252e+000	-2.008606e+001
1.914065e+000	-1.457602e+001
1.921877e+000	-8.279150e+000
1.929690e+000	-3.556304e+000
1.937503e+000	-2.768543e+000
1.945315e+000	-6.702714e+000
1.953128e+000	-1.063710e+001
1.960940e+000	-1.378456e+001
1.968752e+000	-1.457118e+001
1.976565e+000	-9.062072e+000
1.984377e+000	-5.127108e+000
1.992190e+000	-1.192371e+000
